lineNumber	Ticker	Name	CIK	Year	CompetitorName	CompetitorTicker	CompetitorCIK
159	CELG	CELGENE CORP	816284	2008	EPA	EPAM	1352010
159	CELG	CELGENE CORP	816284	2008	DEA	DEA	1622194
159	CELG	CELGENE CORP	816284	2008	NDA	NDAQ	1120193
159	CELG	CELGENE CORP	816284	2008	"Mikart, Inc."	TSLA	1318605
159	CELG	CELGENE CORP	816284	2008	Sharp	SHSP	1506439
159	CELG	CELGENE CORP	816284	2008	TNF	TNFAX	1605941
159	CELG	CELGENE CORP	816284	2008	"Co., Ltd."	BA	12927
159	CELG	CELGENE CORP	816284	2008	Johnson & Johnson	JNJ	200406
159	CELG	CELGENE CORP	816284	2008	"VIDAZA;nnnnnnnnnnGenentech, Inc."	TSLA	1318605
159	CELG	CELGENE CORP	816284	2008	Form	FORM	1039399
160	CELG	CELGENE CORP	816284	2007	FDA	FDAGX	320351
160	CELG	CELGENE CORP	816284	2007	EC	EC	1444406
160	CELG	CELGENE CORP	816284	2007	MDS	MDSO	1453814
160	CELG	CELGENE CORP	816284	2007	"ENL,n"	ENLC	1592000
160	CELG	CELGENE CORP	816284	2007	ENL	ENLC	1592000
160	CELG	CELGENE CORP	816284	2007	nnn	NNN	751364
160	CELG	CELGENE CORP	816284	2007	Sharp	SHSP	1506439
160	CELG	CELGENE CORP	816284	2007	"Siegfried USA, Inc."	TSLA	1318605
160	CELG	CELGENE CORP	816284	2007	"Pharmion,n"	NFLX	1065280
160	CELG	CELGENE CORP	816284	2007	EPA	EPAM	1352010
160	CELG	CELGENE CORP	816284	2007	DEA	DEA	1622194
160	CELG	CELGENE CORP	816284	2007	Amgen	AMGN	318154
160	CELG	CELGENE CORP	816284	2007	AstraZeneca	AZN	901832
160	CELG	CELGENE CORP	816284	2007	"Johnson& Johnson,n"	JNJ	200406
162	CELG	CELGENE CORP	816284	2005	WE	WFC	72971
162	CELG	CELGENE CORP	816284	2005	FDA	FDAGX	320351
162	CELG	CELGENE CORP	816284	2005	MDS	MDSO	1453814
162	CELG	CELGENE CORP	816284	2005	ENL	ENLC	1592000
162	CELG	CELGENE CORP	816284	2005	Novartis	NVS	1114448
162	CELG	CELGENE CORP	816284	2005	MEET	MEET	1078099
162	CELG	CELGENE CORP	816284	2005	Eagle	AEM	2809
162	CELG	CELGENE CORP	816284	2005	"Seigfried USA, Inc."	TSLA	1318605
162	CELG	CELGENE CORP	816284	2005	Sharp	SHSP	1506439
162	CELG	CELGENE CORP	816284	2005	DEVELOPMENT	CDEV	1658566
162	CELG	CELGENE CORP	816284	2005	EPA	EPAM	1352010
162	CELG	CELGENE CORP	816284	2005	DEA	DEA	1622194
162	CELG	CELGENE CORP	816284	2005	Products	EPD	1061219
162	CELG	CELGENE CORP	816284	2005	NDA	NDAQ	1120193
162	CELG	CELGENE CORP	816284	2005	"Centocor, Inc."	TSLA	1318605
162	CELG	CELGENE CORP	816284	2005	PHARMACEUTICAL	TEVA	818686
162	CELG	CELGENE CORP	816284	2005	Amgen	AMGN	318154
162	CELG	CELGENE CORP	816284	2005	Bristol Myers Squibb Co.	BMY	14272
162	CELG	CELGENE CORP	816284	2005	"Genentech, Inc."	TSLA	1318605
162	CELG	CELGENE CORP	816284	2005	AstraZeneca	AZN	901832
162	CELG	CELGENE CORP	816284	2005	Vertex Pharmaceuticals Inc.	VRTX	875320
162	CELG	CELGENE CORP	816284	2005	Pfizer Inc.	PFE	78003
162	CELG	CELGENE CORP	816284	2005	FAIR	FUN	811532
162	CELG	CELGENE CORP	816284	2005	Form	FORM	1039399
173	AGN	ALLERGAN PLC	850693	2014	FDA	FDAGX	320351
173	AGN	ALLERGAN PLC	850693	2014	Congress	CMLIX	811030
173	AGN	ALLERGAN PLC	850693	2014	DEA	DEA	1622194
173	AGN	ALLERGAN PLC	850693	2014	QSR	QSR	1618756
173	AGN	ALLERGAN PLC	850693	2014	Company	BA	12927
173	AGN	ALLERGAN PLC	850693	2014	ATRA	ATRA	1604464
173	AGN	ALLERGAN PLC	850693	2014	GPO	GPOR	874499
173	AGN	ALLERGAN PLC	850693	2014	CMS	CMS	811156
173	AGN	ALLERGAN PLC	850693	2014	FCPA	FCPAX	729218
173	AGN	ALLERGAN PLC	850693	2014	Allergan	AGN	1578845
175	AGN	ALLERGAN PLC	850693	2012	FDA	FDAGX	320351
175	AGN	ALLERGAN PLC	850693	2012	Congress	CMLIX	811030
175	AGN	ALLERGAN PLC	850693	2012	DEA	DEA	1622194
175	AGN	ALLERGAN PLC	850693	2012	QSR	QSR	1618756
175	AGN	ALLERGAN PLC	850693	2012	Company	BA	12927
175	AGN	ALLERGAN PLC	850693	2012	ATRA	ATRA	1604464
175	AGN	ALLERGAN PLC	850693	2012	GPO	GPOR	874499
175	AGN	ALLERGAN PLC	850693	2012	CMS	CMS	811156
175	AGN	ALLERGAN PLC	850693	2012	FCPA	FCPAX	729218
177	AGN	ALLERGAN PLC	850693	2010	FDA	FDAGX	320351
177	AGN	ALLERGAN PLC	850693	2010	QSR	QSR	1618756
177	AGN	ALLERGAN PLC	850693	2010	Congress	CMLIX	811030
177	AGN	ALLERGAN PLC	850693	2010	MMA	MMAC	1003201
177	AGN	ALLERGAN PLC	850693	2010	AMP	AMP	820027
177	AGN	ALLERGAN PLC	850693	2010	CMS	CMS	811156
177	AGN	ALLERGAN PLC	850693	2010	DoD	DODGX	29440
177	AGN	ALLERGAN PLC	850693	2010	GPO	GPOR	874499
177	AGN	ALLERGAN PLC	850693	2010	DEA	DEA	1622194
177	AGN	ALLERGAN PLC	850693	2010	State	X	1163302
177	AGN	ALLERGAN PLC	850693	2010	"Acadia Pharmaceuticals, Inc."	ACAD	1070494
177	AGN	ALLERGAN PLC	850693	2010	Acadia	ACAD	1070494
177	AGN	ALLERGAN PLC	850693	2010	FCPA	FCPAX	729218
177	AGN	ALLERGAN PLC	850693	2010	LLC	APO	1411494
177	AGN	ALLERGAN PLC	850693	2010	Bristol-Myers Squibb	BMY	14272
178	AGN	ALLERGAN PLC	850693	2009	FDA	FDAGX	320351
178	AGN	ALLERGAN PLC	850693	2009	QSR	QSR	1618756
178	AGN	ALLERGAN PLC	850693	2009	Products	EPD	1061219
178	AGN	ALLERGAN PLC	850693	2009	Congress	CMLIX	811030
178	AGN	ALLERGAN PLC	850693	2009	MMA	MMAC	1003201
178	AGN	ALLERGAN PLC	850693	2009	CMS	CMS	811156
178	AGN	ALLERGAN PLC	850693	2009	AMP	AMP	820027
178	AGN	ALLERGAN PLC	850693	2009	DRA	DRAD	707388
178	AGN	ALLERGAN PLC	850693	2009	DoD	DODGX	29440
178	AGN	ALLERGAN PLC	850693	2009	GPO	GPOR	874499
178	AGN	ALLERGAN PLC	850693	2009	DEA	DEA	1622194
178	AGN	ALLERGAN PLC	850693	2009	State	X	1163302
178	AGN	ALLERGAN PLC	850693	2009	FCPA	FCPAX	729218
179	AGN	ALLERGAN PLC	850693	2008	FDA	FDAGX	320351
179	AGN	ALLERGAN PLC	850693	2008	BLA	BX	1393818
179	AGN	ALLERGAN PLC	850693	2008	Johnson& Johnson	JNJ	200406
179	AGN	ALLERGAN PLC	850693	2008	"Sientra, Inc."	SIEN	1551693
179	AGN	ALLERGAN PLC	850693	2008	PMA	PMAIX	1331854
179	AGN	ALLERGAN PLC	850693	2008	"Ethicon Endo-Surgery, Inc."	TSLA	1318605
179	AGN	ALLERGAN PLC	850693	2008	"Johnson& Johnson,nannounced"	JNJ	200406
179	AGN	ALLERGAN PLC	850693	2008	the Procter& Gamble CompanysnEnablex	PG	80424
179	AGN	ALLERGAN PLC	850693	2008	"Astellas Pharma US, Inc."	TSLA	1318605
179	AGN	ALLERGAN PLC	850693	2008	"Falcon Pharmaceuticals, Ltd."	MRVL	1058057
179	AGN	ALLERGAN PLC	850693	2008	Alcon	ALC	1167379
179	AGN	ALLERGAN PLC	850693	2008	"Exela PharmSci, Inc."	TSLA	1318605
179	AGN	ALLERGAN PLC	850693	2008	Exela	XELA	1620179
179	AGN	ALLERGAN PLC	850693	2008	"Apotex, Inc."	TSLA	1318605
179	AGN	ALLERGAN PLC	850693	2008	LS	LKSD	1669812
179	AGN	ALLERGAN PLC	850693	2008	QSR	QSR	1618756
179	AGN	ALLERGAN PLC	850693	2008	Products	EPD	1061219
179	AGN	ALLERGAN PLC	850693	2008	Congress	CMLIX	811030
179	AGN	ALLERGAN PLC	850693	2008	MMA	MMAC	1003201
179	AGN	ALLERGAN PLC	850693	2008	CAP	NLY	1043219
179	AGN	ALLERGAN PLC	850693	2008	CMS	CMS	811156
179	AGN	ALLERGAN PLC	850693	2008	AMP	AMP	820027
179	AGN	ALLERGAN PLC	850693	2008	DRA	DRAD	707388
179	AGN	ALLERGAN PLC	850693	2008	GPO	GPOR	874499
179	AGN	ALLERGAN PLC	850693	2008	DEA	DEA	1622194
179	AGN	ALLERGAN PLC	850693	2008	"The Federal Food, Drug"	CJJD	1413263
179	AGN	ALLERGAN PLC	850693	2008	FCPA	FCPAX	729218
179	AGN	ALLERGAN PLC	850693	2008	nnn	NNN	751364
180	AGN	ALLERGAN PLC	850693	2007	FDA	FDAGX	320351
180	AGN	ALLERGAN PLC	850693	2007	BLA	BX	1393818
180	AGN	ALLERGAN PLC	850693	2007	Central	CETV	925645
180	AGN	ALLERGAN PLC	850693	2007	"Sientra, Inc."	SIEN	1551693
180	AGN	ALLERGAN PLC	850693	2007	"Ethicon Endo-Surgery, Inc."	TSLA	1318605
180	AGN	ALLERGAN PLC	850693	2007	Johnson& Johnson	JNJ	200406
180	AGN	ALLERGAN PLC	850693	2007	"XRtm,n"	NFLX	1065280
180	AGN	ALLERGAN PLC	850693	2007	"Falconn    Pharmaceuticals, Ltd."	MRVL	1058057
180	AGN	ALLERGAN PLC	850693	2007	Alcon	ALC	1167379
180	AGN	ALLERGAN PLC	850693	2007	"Apotex, Inc."	TSLA	1318605
180	AGN	ALLERGAN PLC	850693	2007	"Exela PharmSci, Inc."	TSLA	1318605
180	AGN	ALLERGAN PLC	850693	2007	EMEA	FEMEX	744822
180	AGN	ALLERGAN PLC	850693	2007	QSR	QSR	1618756
180	AGN	ALLERGAN PLC	850693	2007	Products	EPD	1061219
180	AGN	ALLERGAN PLC	850693	2007	Congress	CMLIX	811030
180	AGN	ALLERGAN PLC	850693	2007	MMA	MMAC	1003201
180	AGN	ALLERGAN PLC	850693	2007	DRA	DRAD	707388
180	AGN	ALLERGAN PLC	850693	2007	CAP	NLY	1043219
180	AGN	ALLERGAN PLC	850693	2007	Centers	SKT	899715
180	AGN	ALLERGAN PLC	850693	2007	"CMS,n"	CMS	811156
180	AGN	ALLERGAN PLC	850693	2007	CMS	CMS	811156
180	AGN	ALLERGAN PLC	850693	2007	United	UPS	1090727
180	AGN	ALLERGAN PLC	850693	2007	GPO	GPOR	874499
180	AGN	ALLERGAN PLC	850693	2007	DEA	DEA	1622194
180	AGN	ALLERGAN PLC	850693	2007	"The Federal Food, Drug"	CJJD	1413263
180	AGN	ALLERGAN PLC	850693	2007	"Erie,n    Oswego and"	ERIE	922621
181	AGN	ALLERGAN PLC	850693	2006	FDA	FDAGX	320351
181	AGN	ALLERGAN PLC	850693	2006	"Medicis,n"	NFLX	1065280
181	AGN	ALLERGAN PLC	850693	2006	Central	CETV	925645
181	AGN	ALLERGAN PLC	850693	2006	Johnson& Johnsonn	JNJ	200406
181	AGN	ALLERGAN PLC	850693	2006	"Falconn    Pharmaceuticals, Ltd."	MRVL	1058057
181	AGN	ALLERGAN PLC	850693	2006	Alcon	ALC	1167379
181	AGN	ALLERGAN PLC	850693	2006	EMEA	FEMEX	744822
181	AGN	ALLERGAN PLC	850693	2006	QSR	QSR	1618756
181	AGN	ALLERGAN PLC	850693	2006	Products	EPD	1061219
181	AGN	ALLERGAN PLC	850693	2006	Congress	CMLIX	811030
181	AGN	ALLERGAN PLC	850693	2006	Health	CVS	64803
181	AGN	ALLERGAN PLC	850693	2006	MMA	MMAC	1003201
181	AGN	ALLERGAN PLC	850693	2006	CAP	NLY	1043219
181	AGN	ALLERGAN PLC	850693	2006	United	UPS	1090727
181	AGN	ALLERGAN PLC	850693	2006	DEA	DEA	1622194
181	AGN	ALLERGAN PLC	850693	2006	"Then    Federal Food, Drug"	CJJD	1413263
181	AGN	ALLERGAN PLC	850693	2006	"Erie,n    Oswego and"	ERIE	922621
182	AGN	ALLERGAN PLC	850693	2005	"Finance and Business Development,n    "	NFLX	1065280
182	AGN	ALLERGAN PLC	850693	2005	Research& Developmentnnnnn	LRCX	707549
182	AGN	ALLERGAN PLC	850693	2005	AG	AG	1308648
182	AGN	ALLERGAN PLC	850693	2005	Lifesciences Corporation	EW	1099800
182	AGN	ALLERGAN PLC	850693	2005	UCI	UCI	773660
182	AGN	ALLERGAN PLC	850693	2005	"SimpleTech, Inc."	TSLA	1318605
182	AGN	ALLERGAN PLC	850693	2005	"Controller at Wynns International, Inc."	TSLA	1318605
182	AGN	ALLERGAN PLC	850693	2005	"Contentsnnworking for Wynns International, Inc."	TSLA	1318605
182	AGN	ALLERGAN PLC	850693	2005	Mr.	COOP	933136
182	AGN	ALLERGAN PLC	850693	2005	Global	GSAT	1366868
182	AGN	ALLERGAN PLC	850693	2005	Executive	CTPR	1439199
182	AGN	ALLERGAN PLC	850693	2005	"equipment,nSchlumberger Ltd."	HEES	1339605
182	AGN	ALLERGAN PLC	850693	2005	FDA	FDAGX	320351
182	AGN	ALLERGAN PLC	850693	2005	"FalconnPharmaceuticals, Ltd."	MRVL	1058057
182	AGN	ALLERGAN PLC	850693	2005	"Inc.,nis"	TSLA	1318605
182	AGN	ALLERGAN PLC	850693	2005	"QSR,nwhich"	QSR	1618756
182	AGN	ALLERGAN PLC	850693	2005	QSR	QSR	1618756
182	AGN	ALLERGAN PLC	850693	2005	Congress	CMLIX	811030
182	AGN	ALLERGAN PLC	850693	2005	MMA	MMAC	1003201
182	AGN	ALLERGAN PLC	850693	2005	CAP	NLY	1043219
182	AGN	ALLERGAN PLC	850693	2005	DEA	DEA	1622194
182	AGN	ALLERGAN PLC	850693	2005	"ThenFederal Food, Drug"	CJJD	1413263
182	AGN	ALLERGAN PLC	850693	2005	Healthcare	THC	70318
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Bayer	BAYRY	1144145
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	FDA	FDAGX	320351
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	AMD	AMD	2488
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Novartis	NVS	1114448
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	BRVO	BRVO	1061029
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Momenta Pharmaceuticals	MNTA	1235010
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Mylan	MYL	1623613
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	TRACON	TCON	1394319
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Amgen	AMGN	318154
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	AstraZeneca	AZN	901832
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	AnaptysBio	ANAB	1370053
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Pfizer	PFE	78003
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	JAK	JAKK	1009829
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	AbbVie	ABBV	1551152
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Alnylam Pharmaceuticals	ALNY	1178670
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	The Medicines Company	MDCO	1113481
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Esperion Therapeutics	ESPR	1434868
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Gemphire Therapeutics	GEMP	1128749
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	"Alder Biopharmaceuticals,"	ALDR	1423824
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	BLA	BX	1393818
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Eli Lilly	LLY	59478
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Merck	MRK	310158
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Ionis Pharmaceuticals	IONS	874015
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	CMS	CMS	811156
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	FCPA	FCPAX	729218
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Congress	CMLIX	811030
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Regeneron	REGN	872589
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Development	CDEV	1658566
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	LLC	APO	1411494
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Biogen	BIIB	875045
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	GCP	GCP	1644440
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	Common Stock	EOLS	1570562
190	REGN	REGENERON PHARMACEUTICALS	872589	2017	II	IIPR	1677576
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Bayer	BAYRY	1144145
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	FDA	FDAGX	320351
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	AMD	AMD	2488
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	CMS	CMS	811156
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Novartis	NVS	1114448
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	BRVO	BRVO	1061029
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Amgen	AMGN	318154
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	AstraZeneca	AZN	901832
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Eli Lilly	LLY	59478
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	The Medicines Company	MDCO	1113481
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Merck	MRK	310158
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	BLA	BX	1393818
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	"pipeline"""	PAA	1070423
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Johnson & Johnson	JNJ	200406
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	GlaxoSmithKline	GSK	1131399
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	AIMM Therapeutics	AIMT	1631650
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	JAK	JAKK	1009829
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Pfizer	PFE	78003
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	FCPA	FCPAX	729218
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Congress	CMLIX	811030
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Regeneron	REGN	872589
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Development	CDEV	1658566
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	LLC	APO	1411494
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	"ContentsRisks Related to Our Financial Results, Liquidity"	LQDT	1235468
191	REGN	REGENERON PHARMACEUTICALS	872589	2016	Common Stock	EOLS	1570562
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	FDA	FDAGX	320351
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	AMD	AMD	2488
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Novartis	NVS	1114448
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	BRVO	BRVO	1061029
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	EMA	EMAN	1046995
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Pfizer	PFE	78003
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Amgen	AMGN	318154
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	The Medicines Company	MDCO	1113481
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Merck	MRK	310158
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	BLA	BX	1393818
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	LLC	APO	1411494
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Eli Lilly	LLY	59478
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Johnson & Johnson	JNJ	200406
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	AbbVie	ABBV	1551152
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	AstraZeneca	AZN	901832
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	GlaxoSmithKline	GSK	1131399
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	CMS	CMS	811156
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	AmerisourceBergen Corporation	ABC	1140859
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	FCPA	FCPAX	729218
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Congress	CMLIX	811030
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Regeneron	REGN	872589
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Development	CDEV	1658566
192	REGN	REGENERON PHARMACEUTICALS	872589	2015	Common Stock	EOLS	1570562
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	FDA	FDAGX	320351
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Novartis	NVS	1114448
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	AMD	AMD	2488
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	BRVO	BRVO	1061029
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	EMA	EMAN	1046995
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Amgen	AMGN	318154
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	BLA	BX	1393818
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	LDL	LDL	60977
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	CAPS	CAPS	887151
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Eli Lilly	LLY	59478
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Johnson & Johnson	JNJ	200406
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	AbbVie	ABBV	1551152
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	GlaxoSmithKline	GSK	1131399
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Pfizer	PFE	78003
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	The Medicines Company	MDCO	1113481
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Merck	MRK	310158
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	AstraZeneca	AZN	901832
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Bristol-Myers Squibb	BMY	14272
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	CMS	CMS	811156
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	AmerisourceBergen Corporation	ABC	1140859
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	FCPA	FCPAX	729218
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Congress	CMLIX	811030
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Regeneron	REGN	872589
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	LLC	APO	1411494
193	REGN	REGENERON PHARMACEUTICALS	872589	2014	Common Stock	EOLS	1570562
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	AMD	AMD	2488
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	FDA	FDAGX	320351
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Novartis	NVS	1114448
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	BRVO	BRVO	1061029
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	LDL	LDL	60977
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	BLA	BX	1393818
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	CAPS	CAPS	887151
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Amgen Inc.	AMGN	318154
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	"Imclone LLC/Eli Lilly, Pfizer Inc."	PFE	78003
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	AstraZeneca	AZN	901832
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	GlaxoSmithKline	GSK	1131399
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Amgen	AMGN	318154
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Eli Lilly	LLY	59478
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Johnson & Johnson	JNJ	200406
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	AbbVie	ABBV	1551152
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Bristol-Myers Squibb	BMY	14272
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Alder Biopharmaceuticals	ALDR	1423824
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Pfizer	PFE	78003
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	The Medicines Company	MDCO	1113481
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	"OncoMed Pharmaceuticals, Inc."	TSLA	1318605
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	CMS	CMS	811156
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	AmerisourceBergen Corporation	ABC	1140859
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	FCPA	FCPAX	729218
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Congress	CMLIX	811030
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	LLC	APO	1411494
194	REGN	REGENERON PHARMACEUTICALS	872589	2013	Common Stock	EOLS	1570562
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Sanofi	SNY	1121404
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	AMD	AMD	2488
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	BRVO	BRVO	1061029
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	FDA	FDAGX	320351
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Novartis	NVS	1114448
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	EMA	EMAN	1046995
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Court	HMG	311817
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	BLA	BX	1393818
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	CAPS	CAPS	887151
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	"Amgen, Inc."	AMGN	318154
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	"Pfizer, Inc."	PFE	78003
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	AstraZeneca	AZN	901832
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	GlaxoSmithKline	GSK	1131399
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Eli Lilly	LLY	59478
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Amgen	AMGN	318154
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Johnson & Johnson	JNJ	200406
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Bristol-Myers Squib	BMY	14272
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	AbbVie	ABBV	1551152
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Pfizer	PFE	78003
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	Bristol-Myers Squibb	BMY	14272
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	The Medicines Company	MDCO	1113481
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	CMS	CMS	811156
195	REGN	REGENERON PHARMACEUTICALS	872589	2012	AmerisourceBergen Corporation	ABC	1140859
